STATISTIC,Month,Taxation.Class,value
Vehicles Licensed for the First Time,2008 June,New Exempt Vehicles,545
Vehicles Licensed for the First Time,2008 June,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",266
Vehicles Licensed for the First Time,2008 June,Secondhand Vehicles,8233
Vehicles Licensed for the First Time,2008 June,Secondhand Private Cars,5497
Vehicles Licensed for the First Time,2008 June,Secondhand Goods Vehicles,1181
Vehicles Licensed for the First Time,2008 June,Secondhand Tractors,342
Vehicles Licensed for the First Time,2008 June,Secondhand Other Vehicles,698
Vehicles Licensed for the First Time,2008 June,Secondhand Motor Cycles,515
Vehicles Licensed for the First Time,2008 July,All Vehicles,30245
Vehicles Licensed for the First Time,2008 July,New Vehicles,20262
Vehicles Licensed for the First Time,2008 July,New Private Cars,16175
Vehicles Licensed for the First Time,2008 July,New Goods Vehicles,2377
Vehicles Licensed for the First Time,2008 July,New Tractors,407
Vehicles Licensed for the First Time,2008 July,New Motor Cycles,319
Vehicles Licensed for the First Time,2008 July,New Exempt Vehicles,696
Vehicles Licensed for the First Time,2008 July,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",288
Vehicles Licensed for the First Time,2008 July,Secondhand Vehicles,9983
Vehicles Licensed for the First Time,2008 July,Secondhand Private Cars,7108
Vehicles Licensed for the First Time,2008 July,Secondhand Goods Vehicles,1230
Vehicles Licensed for the First Time,2008 July,Secondhand Tractors,349
Vehicles Licensed for the First Time,2008 July,Secondhand Other Vehicles,779
Vehicles Licensed for the First Time,2008 July,Secondhand Motor Cycles,517
Vehicles Licensed for the First Time,2008 August,All Vehicles,16639
Vehicles Licensed for the First Time,2008 August,New Vehicles,9355
Vehicles Licensed for the First Time,2008 August,New Private Cars,6822
Vehicles Licensed for the First Time,2008 August,New Goods Vehicles,1425
Vehicles Licensed for the First Time,2008 August,New Tractors,262
Vehicles Licensed for the First Time,2008 August,New Motor Cycles,256
Vehicles Licensed for the First Time,2008 August,New Exempt Vehicles,412
Vehicles Licensed for the First Time,2008 August,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",178
Vehicles Licensed for the First Time,2008 August,Secondhand Vehicles,7284
Vehicles Licensed for the First Time,2008 August,Secondhand Private Cars,4992
Vehicles Licensed for the First Time,2008 August,Secondhand Goods Vehicles,1004
Vehicles Licensed for the First Time,2008 August,Secondhand Tractors,288
Vehicles Licensed for the First Time,2008 August,Secondhand Other Vehicles,599
Vehicles Licensed for the First Time,2008 August,Secondhand Motor Cycles,401
Vehicles Licensed for the First Time,2008 September,All Vehicles,14292
Vehicles Licensed for the First Time,2008 September,New Vehicles,6838
Vehicles Licensed for the First Time,2008 September,New Private Cars,4364
Vehicles Licensed for the First Time,2008 September,New Goods Vehicles,1451
Vehicles Licensed for the First Time,2008 September,New Tractors,212
Vehicles Licensed for the First Time,2008 September,New Motor Cycles,288
Vehicles Licensed for the First Time,2008 September,New Exempt Vehicles,359
Vehicles Licensed for the First Time,2008 September,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",164
Vehicles Licensed for the First Time,2008 September,Secondhand Vehicles,7454
Vehicles Licensed for the First Time,2008 September,Secondhand Private Cars,5162
Vehicles Licensed for the First Time,2008 September,Secondhand Goods Vehicles,1054
Vehicles Licensed for the First Time,2008 September,Secondhand Tractors,273
Vehicles Licensed for the First Time,2008 September,Secondhand Other Vehicles,571
Vehicles Licensed for the First Time,2008 September,Secondhand Motor Cycles,394
Vehicles Licensed for the First Time,2008 October,All Vehicles,11908
Vehicles Licensed for the First Time,2008 October,New Vehicles,4848
Vehicles Licensed for the First Time,2008 October,New Private Cars,2699
Vehicles Licensed for the First Time,2008 October,New Goods Vehicles,1399
Vehicles Licensed for the First Time,2008 October,New Tractors,159
Vehicles Licensed for the First Time,2008 October,New Motor Cycles,194
Vehicles Licensed for the First Time,2008 October,New Exempt Vehicles,261
Vehicles Licensed for the First Time,2008 October,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",136
Vehicles Licensed for the First Time,2008 October,Secondhand Vehicles,7060
Vehicles Licensed for the First Time,2008 October,Secondhand Private Cars,4866
Vehicles Licensed for the First Time,2008 October,Secondhand Goods Vehicles,1155
Vehicles Licensed for the First Time,2008 October,Secondhand Tractors,228
Vehicles Licensed for the First Time,2008 October,Secondhand Other Vehicles,514
Vehicles Licensed for the First Time,2008 October,Secondhand Motor Cycles,297
Vehicles Licensed for the First Time,2008 November,All Vehicles,8708
Vehicles Licensed for the First Time,2008 November,New Vehicles,2707
Vehicles Licensed for the First Time,2008 November,New Private Cars,1174
Vehicles Licensed for the First Time,2008 November,New Goods Vehicles,983
Vehicles Licensed for the First Time,2008 November,New Tractors,128
Vehicles Licensed for the First Time,2008 November,New Motor Cycles,140
Vehicles Licensed for the First Time,2008 November,New Exempt Vehicles,182
Vehicles Licensed for the First Time,2008 November,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",100
Vehicles Licensed for the First Time,2008 November,Secondhand Vehicles,6001
Vehicles Licensed for the First Time,2008 November,Secondhand Private Cars,4175
Vehicles Licensed for the First Time,2008 November,Secondhand Goods Vehicles,973
Vehicles Licensed for the First Time,2008 November,Secondhand Tractors,195
Vehicles Licensed for the First Time,2008 November,Secondhand Other Vehicles,424
Vehicles Licensed for the First Time,2008 November,Secondhand Motor Cycles,234
Vehicles Licensed for the First Time,2008 December,All Vehicles,6588
Vehicles Licensed for the First Time,2008 December,New Vehicles,1518
Vehicles Licensed for the First Time,2008 December,New Private Cars,667
Vehicles Licensed for the First Time,2008 December,New Goods Vehicles,426
Vehicles Licensed for the First Time,2008 December,New Tractors,76
Vehicles Licensed for the First Time,2008 December,New Motor Cycles,64
Vehicles Licensed for the First Time,2008 December,New Exempt Vehicles,182
Vehicles Licensed for the First Time,2008 December,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",103
Vehicles Licensed for the First Time,2008 December,Secondhand Vehicles,5070
Vehicles Licensed for the First Time,2008 December,Secondhand Private Cars,3475
Vehicles Licensed for the First Time,2008 December,Secondhand Goods Vehicles,863
Vehicles Licensed for the First Time,2008 December,Secondhand Tractors,178
Vehicles Licensed for the First Time,2008 December,Secondhand Other Vehicles,374
Vehicles Licensed for the First Time,2008 December,Secondhand Motor Cycles,180
Vehicles Licensed for the First Time,2009 January,All Vehicles,19341
Vehicles Licensed for the First Time,2009 January,New Vehicles,13084
Vehicles Licensed for the First Time,2009 January,New Private Cars,10996
Vehicles Licensed for the First Time,2009 January,New Goods Vehicles,976
Vehicles Licensed for the First Time,2009 January,New Tractors,219
Vehicles Licensed for the First Time,2009 January,New Motor Cycles,229
Vehicles Licensed for the First Time,2009 January,New Exempt Vehicles,428
Vehicles Licensed for the First Time,2009 January,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",236
Vehicles Licensed for the First Time,2009 January,Secondhand Vehicles,6257
Vehicles Licensed for the First Time,2009 January,Secondhand Private Cars,4471
Vehicles Licensed for the First Time,2009 January,Secondhand Goods Vehicles,946
Vehicles Licensed for the First Time,2009 January,Secondhand Tractors,198
Vehicles Licensed for the First Time,2009 January,Secondhand Other Vehicles,410
Vehicles Licensed for the First Time,2009 January,Secondhand Motor Cycles,232
Vehicles Licensed for the First Time,2009 February,All Vehicles,18604
Vehicles Licensed for the First Time,2009 February,New Vehicles,10922
Vehicles Licensed for the First Time,2009 February,New Private Cars,8793
Vehicles Licensed for the First Time,2009 February,New Goods Vehicles,1097
Vehicles Licensed for the First Time,2009 February,New Tractors,219
Vehicles Licensed for the First Time,2009 February,New Motor Cycles,158
Vehicles Licensed for the First Time,2009 February,New Exempt Vehicles,469
Vehicles Licensed for the First Time,2009 February,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",186
Vehicles Licensed for the First Time,2009 February,Secondhand Vehicles,7682
Vehicles Licensed for the First Time,2009 February,Secondhand Private Cars,5530
Vehicles Licensed for the First Time,2009 February,Secondhand Goods Vehicles,1234
Vehicles Licensed for the First Time,2009 February,Secondhand Tractors,249
Vehicles Licensed for the First Time,2009 February,Secondhand Other Vehicles,426
Vehicles Licensed for the First Time,2009 February,Secondhand Motor Cycles,243
Vehicles Licensed for the First Time,2009 March,All Vehicles,17331
Vehicles Licensed for the First Time,2009 March,New Vehicles,9306
Vehicles Licensed for the First Time,2009 March,New Private Cars,7345
Vehicles Licensed for the First Time,2009 March,New Goods Vehicles,914
Vehicles Licensed for the First Time,2009 March,New Tractors,208
Vehicles Licensed for the First Time,2009 March,New Motor Cycles,224
Vehicles Licensed for the First Time,2009 March,New Exempt Vehicles,491
Vehicles Licensed for the First Time,2009 March,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",124
Vehicles Licensed for the First Time,2009 March,Secondhand Vehicles,8025
Vehicles Licensed for the First Time,2009 March,Secondhand Private Cars,5453
Vehicles Licensed for the First Time,2009 March,Secondhand Goods Vehicles,1352
Vehicles Licensed for the First Time,2009 March,Secondhand Tractors,243
Vehicles Licensed for the First Time,2009 March,Secondhand Other Vehicles,609
Vehicles Licensed for the First Time,2009 March,Secondhand Motor Cycles,368
Vehicles Licensed for the First Time,2009 April,All Vehicles,16551
Vehicles Licensed for the First Time,2009 April,New Vehicles,7555
Vehicles Licensed for the First Time,2009 April,New Private Cars,5558
Vehicles Licensed for the First Time,2009 April,New Goods Vehicles,990
Vehicles Licensed for the First Time,2009 April,New Tractors,216
Vehicles Licensed for the First Time,2009 April,New Motor Cycles,235
Vehicles Licensed for the First Time,2009 April,New Exempt Vehicles,411
Vehicles Licensed for the First Time,2009 April,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",145
Vehicles Licensed for the First Time,2009 April,Secondhand Vehicles,8996
Vehicles Licensed for the First Time,2009 April,Secondhand Private Cars,6032
Vehicles Licensed for the First Time,2009 April,Secondhand Goods Vehicles,1467
Vehicles Licensed for the First Time,2009 April,Secondhand Tractors,308
Vehicles Licensed for the First Time,2009 April,Secondhand Other Vehicles,660
Vehicles Licensed for the First Time,2009 April,Secondhand Motor Cycles,529
Vehicles Licensed for the First Time,2009 May,All Vehicles,14799
Vehicles Licensed for the First Time,2009 May,New Vehicles,6864
Vehicles Licensed for the First Time,2009 May,New Private Cars,4840
Vehicles Licensed for the First Time,2009 May,New Goods Vehicles,1034
Vehicles Licensed for the First Time,2009 May,New Tractors,239
Vehicles Licensed for the First Time,2009 May,New Motor Cycles,248
Vehicles Licensed for the First Time,2009 May,New Exempt Vehicles,388
Vehicles Licensed for the First Time,2009 May,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",115
Vehicles Licensed for the First Time,2009 May,Secondhand Vehicles,7935
Vehicles Licensed for the First Time,2009 May,Secondhand Private Cars,4977
Vehicles Licensed for the First Time,2009 May,Secondhand Goods Vehicles,1497
Vehicles Licensed for the First Time,2009 May,Secondhand Tractors,291
Vehicles Licensed for the First Time,2009 May,Secondhand Other Vehicles,663
Vehicles Licensed for the First Time,2009 May,Secondhand Motor Cycles,507
Vehicles Licensed for the First Time,2009 June,All Vehicles,13387
Vehicles Licensed for the First Time,2009 June,New Vehicles,6614
Vehicles Licensed for the First Time,2009 June,New Private Cars,4833
Vehicles Licensed for the First Time,2009 June,New Goods Vehicles,1025
Vehicles Licensed for the First Time,2009 June,New Tractors,170
Vehicles Licensed for the First Time,2009 June,New Motor Cycles,166
Vehicles Licensed for the First Time,2009 June,New Exempt Vehicles,316
Vehicles Licensed for the First Time,2009 June,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",104
Vehicles Licensed for the First Time,2009 June,Secondhand Vehicles,6773
Vehicles Licensed for the First Time,2009 June,Secondhand Private Cars,3992
Vehicles Licensed for the First Time,2009 June,Secondhand Goods Vehicles,1333
Vehicles Licensed for the First Time,2009 June,Secondhand Tractors,297
Vehicles Licensed for the First Time,2009 June,Secondhand Other Vehicles,646
Vehicles Licensed for the First Time,2009 June,Secondhand Motor Cycles,505
Vehicles Licensed for the First Time,2009 July,All Vehicles,12411
Vehicles Licensed for the First Time,2009 July,New Vehicles,6009
Vehicles Licensed for the First Time,2009 July,New Private Cars,4355
Vehicles Licensed for the First Time,2009 July,New Goods Vehicles,839
Vehicles Licensed for the First Time,2009 July,New Tractors,181
Vehicles Licensed for the First Time,2009 July,New Motor Cycles,165
Vehicles Licensed for the First Time,2009 July,New Exempt Vehicles,387
Vehicles Licensed for the First Time,2009 July,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",82
Vehicles Licensed for the First Time,2009 July,Secondhand Vehicles,6402
Vehicles Licensed for the First Time,2009 July,Secondhand Private Cars,3762
Vehicles Licensed for the First Time,2009 July,Secondhand Goods Vehicles,1247
Vehicles Licensed for the First Time,2009 July,Secondhand Tractors,296
Vehicles Licensed for the First Time,2009 July,Secondhand Other Vehicles,639
Vehicles Licensed for the First Time,2009 July,Secondhand Motor Cycles,458
Vehicles Licensed for the First Time,2009 August,All Vehicles,9101
Vehicles Licensed for the First Time,2009 August,New Vehicles,3873
Vehicles Licensed for the First Time,2009 August,New Private Cars,2422
Vehicles Licensed for the First Time,2009 August,New Goods Vehicles,869
Vehicles Licensed for the First Time,2009 August,New Tractors,131
Vehicles Licensed for the First Time,2009 August,New Motor Cycles,128
Vehicles Licensed for the First Time,2009 August,New Exempt Vehicles,257
Vehicles Licensed for the First Time,2009 August,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",66
Vehicles Licensed for the First Time,2009 August,Secondhand Vehicles,5228
Vehicles Licensed for the First Time,2009 August,Secondhand Private Cars,3215
Vehicles Licensed for the First Time,2009 August,Secondhand Goods Vehicles,923
Vehicles Licensed for the First Time,2009 August,Secondhand Tractors,205
Vehicles Licensed for the First Time,2009 August,Secondhand Other Vehicles,527
Vehicles Licensed for the First Time,2009 August,Secondhand Motor Cycles,358
Vehicles Licensed for the First Time,2009 September,All Vehicles,8914
Vehicles Licensed for the First Time,2009 September,New Vehicles,3563
Vehicles Licensed for the First Time,2009 September,New Private Cars,2272
Vehicles Licensed for the First Time,2009 September,New Goods Vehicles,777
Vehicles Licensed for the First Time,2009 September,New Tractors,101
Vehicles Licensed for the First Time,2009 September,New Motor Cycles,130
Vehicles Licensed for the First Time,2009 September,New Exempt Vehicles,236
Vehicles Licensed for the First Time,2009 September,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",47
Vehicles Licensed for the First Time,2009 September,Secondhand Vehicles,5351
Vehicles Licensed for the First Time,2009 September,Secondhand Private Cars,3338
Vehicles Licensed for the First Time,2009 September,Secondhand Goods Vehicles,1052
Vehicles Licensed for the First Time,2009 September,Secondhand Tractors,195
Vehicles Licensed for the First Time,2009 September,Secondhand Other Vehicles,484
Vehicles Licensed for the First Time,2009 September,Secondhand Motor Cycles,282
Vehicles Licensed for the First Time,2009 October,All Vehicles,8038
Vehicles Licensed for the First Time,2009 October,New Vehicles,2790
Vehicles Licensed for the First Time,2009 October,New Private Cars,1596
Vehicles Licensed for the First Time,2009 October,New Goods Vehicles,803
Vehicles Licensed for the First Time,2009 October,New Tractors,96
Vehicles Licensed for the First Time,2009 October,New Motor Cycles,91
Vehicles Licensed for the First Time,2009 October,New Exempt Vehicles,166
Vehicles Licensed for the First Time,2009 October,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",38
Vehicles Licensed for the First Time,2009 October,Secondhand Vehicles,5248
Vehicles Licensed for the First Time,2009 October,Secondhand Private Cars,3276
Vehicles Licensed for the First Time,2009 October,Secondhand Goods Vehicles,1026
Vehicles Licensed for the First Time,2009 October,Secondhand Tractors,223
Vehicles Licensed for the First Time,2009 October,Secondhand Other Vehicles,446
Vehicles Licensed for the First Time,2009 October,Secondhand Motor Cycles,277
Vehicles Licensed for the First Time,2009 November,All Vehicles,6302
Vehicles Licensed for the First Time,2009 November,New Vehicles,1674
Vehicles Licensed for the First Time,2009 November,New Private Cars,948
Vehicles Licensed for the First Time,2009 November,New Goods Vehicles,476
Vehicles Licensed for the First Time,2009 November,New Tractors,61
Vehicles Licensed for the First Time,2009 November,New Motor Cycles,67
Vehicles Licensed for the First Time,2009 November,New Exempt Vehicles,92
Vehicles Licensed for the First Time,2009 November,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",30
Vehicles Licensed for the First Time,2009 November,Secondhand Vehicles,4628
Vehicles Licensed for the First Time,2009 November,Secondhand Private Cars,3013
Vehicles Licensed for the First Time,2009 November,Secondhand Goods Vehicles,950
Vehicles Licensed for the First Time,2009 November,Secondhand Tractors,167
Vehicles Licensed for the First Time,2009 November,Secondhand Other Vehicles,332
Vehicles Licensed for the First Time,2009 November,Secondhand Motor Cycles,166
Vehicles Licensed for the First Time,2009 December,All Vehicles,4610
Vehicles Licensed for the First Time,2009 December,New Vehicles,871
Vehicles Licensed for the First Time,2009 December,New Private Cars,474
Vehicles Licensed for the First Time,2009 December,New Goods Vehicles,251
Vehicles Licensed for the First Time,2009 December,New Tractors,42
Vehicles Licensed for the First Time,2009 December,New Motor Cycles,38
Vehicles Licensed for the First Time,2009 December,New Exempt Vehicles,49
Vehicles Licensed for the First Time,2009 December,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",17
Vehicles Licensed for the First Time,2009 December,Secondhand Vehicles,3739
Vehicles Licensed for the First Time,2009 December,Secondhand Private Cars,2405
Vehicles Licensed for the First Time,2009 December,Secondhand Goods Vehicles,734
Vehicles Licensed for the First Time,2009 December,Secondhand Tractors,173
Vehicles Licensed for the First Time,2009 December,Secondhand Other Vehicles,322
Vehicles Licensed for the First Time,2009 December,Secondhand Motor Cycles,105
Vehicles Licensed for the First Time,2010 January,All Vehicles,15595
Vehicles Licensed for the First Time,2010 January,New Vehicles,12062
Vehicles Licensed for the First Time,2010 January,New Private Cars,10469
Vehicles Licensed for the First Time,2010 January,New Goods Vehicles,1016
Vehicles Licensed for the First Time,2010 January,New Tractors,96
Vehicles Licensed for the First Time,2010 January,New Motor Cycles,77
Vehicles Licensed for the First Time,2010 January,New Exempt Vehicles,352
Vehicles Licensed for the First Time,2010 January,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",52
Vehicles Licensed for the First Time,2010 January,Secondhand Vehicles,3533
Vehicles Licensed for the First Time,2010 January,Secondhand Private Cars,2462
Vehicles Licensed for the First Time,2010 January,Secondhand Goods Vehicles,605
Vehicles Licensed for the First Time,2010 January,Secondhand Tractors,139
Vehicles Licensed for the First Time,2010 January,Secondhand Other Vehicles,220
Vehicles Licensed for the First Time,2010 January,Secondhand Motor Cycles,107
Vehicles Licensed for the First Time,2010 February,All Vehicles,19496
Vehicles Licensed for the First Time,2010 February,New Vehicles,14061
Vehicles Licensed for the First Time,2010 February,New Private Cars,11707
Vehicles Licensed for the First Time,2010 February,New Goods Vehicles,1494
Vehicles Licensed for the First Time,2010 February,New Tractors,142
Vehicles Licensed for the First Time,2010 February,New Motor Cycles,111
Vehicles Licensed for the First Time,2010 February,New Exempt Vehicles,520
Vehicles Licensed for the First Time,2010 February,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",87
Vehicles Licensed for the First Time,2010 February,Secondhand Vehicles,5435
Vehicles Licensed for the First Time,2010 February,Secondhand Private Cars,3827
Vehicles Licensed for the First Time,2010 February,Secondhand Goods Vehicles,839
Vehicles Licensed for the First Time,2010 February,Secondhand Tractors,192
Vehicles Licensed for the First Time,2010 February,Secondhand Other Vehicles,374
Vehicles Licensed for the First Time,2010 February,Secondhand Motor Cycles,203
Vehicles Licensed for the First Time,2010 March,All Vehicles,20711
Vehicles Licensed for the First Time,2010 March,New Vehicles,14665
Vehicles Licensed for the First Time,2010 March,New Private Cars,12379
Vehicles Licensed for the First Time,2010 March,New Goods Vehicles,1331
Vehicles Licensed for the First Time,2010 March,New Tractors,154
Vehicles Licensed for the First Time,2010 March,New Motor Cycles,167
Vehicles Licensed for the First Time,2010 March,New Exempt Vehicles,538
Vehicles Licensed for the First Time,2010 March,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",96
Vehicles Licensed for the First Time,2010 March,Secondhand Vehicles,6046
Vehicles Licensed for the First Time,2010 March,Secondhand Private Cars,4109
Vehicles Licensed for the First Time,2010 March,Secondhand Goods Vehicles,955
Vehicles Licensed for the First Time,2010 March,Secondhand Tractors,210
Vehicles Licensed for the First Time,2010 March,Secondhand Other Vehicles,474
Vehicles Licensed for the First Time,2010 March,Secondhand Motor Cycles,298
Vehicles Licensed for the First Time,2010 April,All Vehicles,17506
Vehicles Licensed for the First Time,2010 April,New Vehicles,11556
Vehicles Licensed for the First Time,2010 April,New Private Cars,9599
Vehicles Licensed for the First Time,2010 April,New Goods Vehicles,1070
Vehicles Licensed for the First Time,2010 April,New Tractors,117
Vehicles Licensed for the First Time,2010 April,New Motor Cycles,156
Vehicles Licensed for the First Time,2010 April,New Exempt Vehicles,525
Vehicles Licensed for the First Time,2010 April,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",89
Vehicles Licensed for the First Time,2010 April,Secondhand Vehicles,5950
Vehicles Licensed for the First Time,2010 April,Secondhand Private Cars,4032
Vehicles Licensed for the First Time,2010 April,Secondhand Goods Vehicles,833
Vehicles Licensed for the First Time,2010 April,Secondhand Tractors,182
Vehicles Licensed for the First Time,2010 April,Secondhand Other Vehicles,513
Vehicles Licensed for the First Time,2010 April,Secondhand Motor Cycles,390
Vehicles Licensed for the First Time,2010 May,All Vehicles,16173
Vehicles Licensed for the First Time,2010 May,New Vehicles,10614
Vehicles Licensed for the First Time,2010 May,New Private Cars,8893
Vehicles Licensed for the First Time,2010 May,New Goods Vehicles,916
Vehicles Licensed for the First Time,2010 May,New Tractors,125
Vehicles Licensed for the First Time,2010 May,New Motor Cycles,144
Vehicles Licensed for the First Time,2010 May,New Exempt Vehicles,452
Vehicles Licensed for the First Time,2010 May,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",84
Vehicles Licensed for the First Time,2010 May,Secondhand Vehicles,5559
Vehicles Licensed for the First Time,2010 May,Secondhand Private Cars,3683
Vehicles Licensed for the First Time,2010 May,Secondhand Goods Vehicles,785
Vehicles Licensed for the First Time,2010 May,Secondhand Tractors,211
Vehicles Licensed for the First Time,2010 May,Secondhand Other Vehicles,482
Vehicles Licensed for the First Time,2010 May,Secondhand Motor Cycles,398
Vehicles Licensed for the First Time,2010 June,All Vehicles,15660
Vehicles Licensed for the First Time,2010 June,New Vehicles,10007
Vehicles Licensed for the First Time,2010 June,New Private Cars,8314
Vehicles Licensed for the First Time,2010 June,New Goods Vehicles,838
Vehicles Licensed for the First Time,2010 June,New Tractors,160
Vehicles Licensed for the First Time,2010 June,New Motor Cycles,156
Vehicles Licensed for the First Time,2010 June,New Exempt Vehicles,456
Vehicles Licensed for the First Time,2010 June,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",83
Vehicles Licensed for the First Time,2010 June,Secondhand Vehicles,5653
Vehicles Licensed for the First Time,2010 June,Secondhand Private Cars,3599
Vehicles Licensed for the First Time,2010 June,Secondhand Goods Vehicles,849
Vehicles Licensed for the First Time,2010 June,Secondhand Tractors,270
Vehicles Licensed for the First Time,2010 June,Secondhand Other Vehicles,533
Vehicles Licensed for the First Time,2010 June,Secondhand Motor Cycles,402
Vehicles Licensed for the First Time,2010 July,All Vehicles,13928
Vehicles Licensed for the First Time,2010 July,New Vehicles,8648
Vehicles Licensed for the First Time,2010 July,New Private Cars,7018
Vehicles Licensed for the First Time,2010 July,New Goods Vehicles,871
Vehicles Licensed for the First Time,2010 July,New Tractors,143
Vehicles Licensed for the First Time,2010 July,New Motor Cycles,111
Vehicles Licensed for the First Time,2010 July,New Exempt Vehicles,436
Vehicles Licensed for the First Time,2010 July,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",69
Vehicles Licensed for the First Time,2010 July,Secondhand Vehicles,5280
Vehicles Licensed for the First Time,2010 July,Secondhand Private Cars,3382
Vehicles Licensed for the First Time,2010 July,Secondhand Goods Vehicles,796
Vehicles Licensed for the First Time,2010 July,Secondhand Tractors,212
Vehicles Licensed for the First Time,2010 July,Secondhand Other Vehicles,537
Vehicles Licensed for the First Time,2010 July,Secondhand Motor Cycles,353
Vehicles Licensed for the First Time,2010 August,All Vehicles,11753
Vehicles Licensed for the First Time,2010 August,New Vehicles,6927
Vehicles Licensed for the First Time,2010 August,New Private Cars,5310
Vehicles Licensed for the First Time,2010 August,New Goods Vehicles,926
Vehicles Licensed for the First Time,2010 August,New Tractors,144
Vehicles Licensed for the First Time,2010 August,New Motor Cycles,126
Vehicles Licensed for the First Time,2010 August,New Exempt Vehicles,351
Vehicles Licensed for the First Time,2010 August,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",70
Vehicles Licensed for the First Time,2010 August,Secondhand Vehicles,4826
Vehicles Licensed for the First Time,2010 August,Secondhand Private Cars,3286
Vehicles Licensed for the First Time,2010 August,Secondhand Goods Vehicles,632
Vehicles Licensed for the First Time,2010 August,Secondhand Tractors,174
Vehicles Licensed for the First Time,2010 August,Secondhand Other Vehicles,449
Vehicles Licensed for the First Time,2010 August,Secondhand Motor Cycles,285
Vehicles Licensed for the First Time,2010 September,All Vehicles,10135
Vehicles Licensed for the First Time,2010 September,New Vehicles,5802
Vehicles Licensed for the First Time,2010 September,New Private Cars,4683
Vehicles Licensed for the First Time,2010 September,New Goods Vehicles,671
Vehicles Licensed for the First Time,2010 September,New Tractors,109
Vehicles Licensed for the First Time,2010 September,New Motor Cycles,108
Vehicles Licensed for the First Time,2010 September,New Exempt Vehicles,173
Vehicles Licensed for the First Time,2010 September,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",58
Vehicles Licensed for the First Time,2010 September,Secondhand Vehicles,4333
Vehicles Licensed for the First Time,2010 September,Secondhand Private Cars,2946
Vehicles Licensed for the First Time,2010 September,Secondhand Goods Vehicles,567
Vehicles Licensed for the First Time,2010 September,Secondhand Tractors,157
Vehicles Licensed for the First Time,2010 September,Secondhand Other Vehicles,464
Vehicles Licensed for the First Time,2010 September,Secondhand Motor Cycles,199
Vehicles Licensed for the First Time,2010 October,All Vehicles,8698
Vehicles Licensed for the First Time,2010 October,New Vehicles,4838
Vehicles Licensed for the First Time,2010 October,New Private Cars,3742
Vehicles Licensed for the First Time,2010 October,New Goods Vehicles,711
Vehicles Licensed for the First Time,2010 October,New Tractors,68
Vehicles Licensed for the First Time,2010 October,New Motor Cycles,81
Vehicles Licensed for the First Time,2010 October,New Exempt Vehicles,200
Vehicles Licensed for the First Time,2010 October,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",36
Vehicles Licensed for the First Time,2010 October,Secondhand Vehicles,3860
Vehicles Licensed for the First Time,2010 October,Secondhand Private Cars,2744
Vehicles Licensed for the First Time,2010 October,Secondhand Goods Vehicles,517
Vehicles Licensed for the First Time,2010 October,Secondhand Tractors,140
Vehicles Licensed for the First Time,2010 October,Secondhand Other Vehicles,303
Vehicles Licensed for the First Time,2010 October,Secondhand Motor Cycles,156
Vehicles Licensed for the First Time,2010 November,All Vehicles,7148
Vehicles Licensed for the First Time,2010 November,New Vehicles,2888
Vehicles Licensed for the First Time,2010 November,New Private Cars,2146
Vehicles Licensed for the First Time,2010 November,New Goods Vehicles,428
Vehicles Licensed for the First Time,2010 November,New Tractors,69
Vehicles Licensed for the First Time,2010 November,New Motor Cycles,69
Vehicles Licensed for the First Time,2010 November,New Exempt Vehicles,142
Vehicles Licensed for the First Time,2010 November,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",34
Vehicles Licensed for the First Time,2010 November,Secondhand Vehicles,4260
Vehicles Licensed for the First Time,2010 November,Secondhand Private Cars,3085
